name_TGSS,ra_TGSS,dec_TGSS,integrated_TGSS,peak_TGSS,major_ax_TGSS,minor_ax_TGSS,posangle_TGSS,score,best_match
TGSSADR J102400.4-323416,156.00201,-32.57128,0.7194,0.6497,43.2,26.5,1.8,0.9620973597804342,NVSS J102400-323415
TGSSADR J100142.4-284959,150.42668,-28.83321,0.0612,0.0389,54.4,27.8,5.6,0.9621379633836418,NVSS J100142-284959
TGSSADR J105215.2-282156,163.06348,-28.365790000000004,0.0929,0.0898,36.4,26.4,-0.0,0.9621540412185754,NVSS J105215-282156
TGSSADR J101505.0-243706,153.77115,-24.61851,0.17,0.13090000000000002,37.6,30.2,8.5,0.9621648628535453,NVSS J101505-243705
TGSSADR J110430.1-214625,166.12544,-21.77378,0.6353,0.5376000000000001,35.5,27.7,-4.7,0.9621702664916354,NVSS J110430-214626
TGSSADR J103816.5-282318,159.56908,-28.38856,0.3158,0.2869,36.8,27.0,0.2,0.9621710894397142,NVSS J103816-282320
TGSSADR J101833.7-203431,154.6405,-20.57552,0.1291,0.0805,41.9,31.1,26.1,0.9621794195049572,NVSS J101833-203433
TGSSADR J111133.5-345134,167.88969,-34.85966,0.1393,0.0892,47.6,35.3,-8.8,0.9621946946671525,NVSS J111133-345136
TGSSADR J105718.4-330945,164.32674,-33.16255,0.0497,0.0297,52.3,33.0,-11.5,0.9622141576229571,NVSS J105718-330944
TGSSADR J105200.7-345635,163.00296,-34.94306,0.0634,0.0578,47.4,24.9,-1.8,0.9622205949339829,NVSS J105200-345633
TGSSADR J100345.0-190427,150.93767,-19.07436,0.0843,0.07579999999999999,34.1,26.0,10.4,0.9622375315044878,NVSS J100345-190426
TGSSADR J102830.5-195137,157.12726,-19.86049,0.0611,0.0404,43.3,27.8,8.5,0.9622449228732334,NVSS J102830-195138
TGSSADR J110558.3-183344,166.49306,-18.56244,0.1717,0.15969999999999998,32.8,26.1,-0.2,0.962253892108237,NVSS J110558-183345
TGSSADR J104250.8-185704,160.71199,-18.95113,0.1102,0.1023,30.8,27.3,-16.4,0.9622548874445911,NVSS J104250-185703
TGSSADR J102903.0-334605,157.26273999999995,-33.76824000000001,0.353,0.2777,48.1,28.5,-1.0,0.9622599766446154,NVSS J102902-334606
TGSSADR J111135.3-252422,167.89716,-25.40619,0.08020000000000001,0.069,38.6,26.4,2.0,0.9623075136537013,NVSS J111135-252423
TGSSADR J105414.1-275532,163.55908,-27.92563,0.057,0.0522,38.9,26.1,-1.5,0.9623116329874838,NVSS J105414-275530
TGSSADR J101535.8-332056,153.89951000000005,-33.34912,0.237,0.2057,43.6,27.3,4.2,0.9623415185283823,NVSS J101535-332057
TGSSADR J100225.8-170820,150.60777,-17.13901,0.4438,0.3608,32.6,27.2,27.0,0.9623541236481239,NVSS J100225-170820
TGSSADR J100413.6-164257,151.05675,-16.716070000000002,0.1229,0.0956,35.2,28.5,29.9,0.9623727083232632,NVSS J100413-164256
TGSSADR J100837.0-332948,152.15428,-33.49684,0.1872,0.161,42.0,27.5,-0.7,0.9623827146216701,NVSS J100836-332947
TGSSADR J100646.9-300944,151.69563,-30.16243,0.3417,0.3162,39.6,26.2,2.7,0.962406966170227,NVSS J100646-300946
TGSSADR J103100.5-291453,157.75243,-29.24815,0.2975,0.2411,37.8,28.9,25.8,0.9624143838158178,NVSS J103100-291453
TGSSADR J103042.4-311914,157.67696,-31.32063,0.1752,0.16940000000000002,40.3,25.5,1.2,0.962424797015769,NVSS J103042-311915
TGSSADR J105458.6-223243,163.74451000000005,-22.54529,0.2516,0.1681,38.3,32.5,-26.1,0.9624412168559919,NVSS J105458-223242
TGSSADR J110514.1-282508,166.3091,-28.41893,0.1601,0.0788,40.1,33.6,-86.0,0.9624552479263906,NVSS J110514-282508
TGSSADR J104540.6-292727,161.41942,-29.45757,2.0109000000000004,1.7569,38.1,27.9,1.2,0.9624610110305655,NVSS J104540-292725
TGSSADR J101007.6-300026,152.53192,-30.00748,0.7313999999999999,0.589,38.6,29.9,4.8,0.9624704928170471,NVSS J101007-300025
TGSSADR J104035.7-312731,160.14882,-31.45881,0.7803,0.738,39.4,25.8,-0.9,0.9625056343840679,NVSS J104035-312730
TGSSADR J105337.4-265751,163.40588,-26.96438,0.15780000000000002,0.1207,38.6,30.5,-6.2,0.9625192755384804,NVSS J105337-265750
TGSSADR J111435.7-240022,168.64905,-24.00623,0.5523,0.5343,34.2,25.8,2.3,0.9625348305108805,NVSS J111435-240023
TGSSADR J102030.8-321802,155.12861999999996,-32.30058,0.0757,0.0761,42.7,24.1,-4.5,0.9625423474980535,NVSS J102030-321800
TGSSADR J103644.3-234534,159.18481,-23.75966,0.1166,0.1151,33.7,25.7,-8.6,0.9625605011544293,NVSS J103644-234535
TGSSADR J110152.0-201126,165.46671,-20.1906,0.4746,0.3507,35.2,31.3,-7.9,0.9625700856337897,NVSS J110152-201127
TGSSADR J103305.0-250616,158.27104,-25.10469,0.0964,0.0889,36.6,25.9,-0.3,0.9625826733708622,NVSS J103305-250617
TGSSADR J103828.6-314902,159.6194,-31.81746,0.379,0.31960000000000005,39.8,28.6,2.7,0.9625984637912526,NVSS J103828-314904
TGSSADR J110408.3-334804,166.03481000000005,-33.80118,0.4624,0.4177,43.9,26.0,-3.4,0.9626013730159139,NVSS J110408-334805
TGSSADR J110524.2-185150,166.35098,-18.8641,1.9562,1.3352000000000002,39.9,29.5,-12.7,0.9626090792259514,NVSS J110524-185150
TGSSADR J111450.1-171512,168.70911,-17.25355,0.1172,0.1006,32.7,27.7,-1.7,0.96261331374746,NVSS J111450-171513
TGSSADR J104607.9-155159,161.5332,-15.866420000000002,0.099,0.08159999999999999,32.8,28.3,7.0,0.9626541897081975,NVSS J104607-155159
TGSSADR J105856.6-273031,164.73602,-27.50866,1.6652,1.462,37.1,27.3,4.6,0.9626613521182563,NVSS J105856-273030
TGSSADR J101048.8-233726,152.70363,-23.62413,2.9167,2.2471,45.9,30.5,24.0,0.9626672273325214,NVSS J101048-233726
TGSSADR J110405.6-161327,166.02344,-16.224339999999998,0.1685,0.1414,32.3,28.3,-14.9,0.9626703941455874,NVSS J110405-161328
TGSSADR J105450.0-192614,163.70847,-19.43725,0.1181,0.0525,43.2,41.4,-82.3,0.962738863615544,NVSS J105450-192615
TGSSADR J103343.3-285200,158.43069,-28.8668,0.1123,0.1008,39.2,26.4,0.4,0.9627412234371224,NVSS J103343-285159
TGSSADR J100055.8-311036,150.23289,-31.17684,0.08650000000000001,0.0746,39.4,28.2,-1.4,0.9627514362576634,NVSS J100055-311037
TGSSADR J102043.7-205519,155.18223999999995,-20.92211,0.0633,0.0534,34.9,27.6,27.8,0.9627558940577249,NVSS J102043-205519
TGSSADR J102155.8-345643,155.4827,-34.94545,0.0494,0.0366,44.3,31.5,-1.2,0.962830425862036,NVSS J102155-345643
TGSSADR J110636.3-284932,166.6515,-28.825570000000006,0.0631,0.0688,35.4,24.1,1.6,0.9628429850879823,NVSS J110636-284932
TGSSADR J102226.8-280246,155.61177,-28.04617,0.2111,0.2061,36.3,25.4,1.8,0.9628551562902967,NVSS J102226-280245
TGSSADR J105615.3-163846,164.06416000000004,-16.646279999999994,0.5004,0.4431000000000001,32.5,27.1,-3.5,0.9628590891578173,NVSS J105615-163846
TGSSADR J104332.5-332225,160.88567,-33.37385,0.2434,0.2201,42.8,26.7,-2.0,0.9628763447116888,NVSS J104332-332227
TGSSADR J105918.7-263623,164.828,-26.6065,0.0792,0.0492,50.6,28.7,26.8,0.9629030650025214,NVSS J105918-263623
TGSSADR J101637.9-192509,154.15816999999996,-19.41933,0.2145,0.1932,34.4,26.2,10.6,0.9629534348327349,NVSS J101637-192508
TGSSADR J111009.5-320632,167.5397,-32.10907,0.5001,0.4544,40.2,27.6,9.0,0.9629809090421302,NVSS J111009-320633
TGSSADR J100632.7-310732,151.63641,-31.12561,0.07590000000000001,0.0645,46.1,25.3,0.2,0.9630082627254023,NVSS J100632-310732
TGSSADR J101642.9-224727,154.17876,-22.79107,0.1759,0.1247,38.3,31.4,6.8,0.9630089284113087,NVSS J101642-224728
TGSSADR J103822.2-203935,159.59274,-20.65996,0.0712,0.062,35.4,26.3,15.9,0.9630138664422698,NVSS J103822-203935
TGSSADR J105041.3-330642,162.67212,-33.111909999999995,0.1861,0.1812,39.9,25.6,0.5,0.9630383919336778,NVSS J105041-330641
TGSSADR J110103.4-202225,165.2643,-20.37378,0.0962,0.0888,33.5,26.3,6.3,0.96304357034915,NVSS J110103-202227
TGSSADR J103539.8-280135,158.91589,-28.02646,0.2805,0.2582,38.1,26.5,0.7,0.963064961636203,NVSS J103539-280136
TGSSADR J100818.4-272230,152.07709,-27.37525,0.3791000000000001,0.3607,37.7,25.9,-1.8,0.9631229574275186,NVSS J100818-272229
TGSSADR J101014.5-241249,152.56052,-24.21384,0.1269,0.1196,35.9,25.9,-2.6,0.9631371352714666,NVSS J101014-241251
TGSSADR J105434.4-215045,163.64365,-21.84592,0.0862,0.08159999999999999,34.2,25.7,7.7,0.9631402232584103,NVSS J105434-215044
TGSSADR J103746.3-184726,159.44313,-18.79074,0.0741,0.0719,31.4,25.7,-1.9,0.96314602601886,NVSS J103746-184725
TGSSADR J103432.1-324350,158.63406,-32.730709999999995,0.1951,0.1448,46.1,29.1,8.5,0.9632549745496872,NVSS J103432-324350
TGSSADR J103853.4-291837,159.72281999999996,-29.31043,0.1831,0.1559,41.2,27.4,-1.6,0.9632730206859904,NVSS J103853-291838
TGSSADR J110639.9-160143,166.66666,-16.028779999999998,0.0295,0.0238,34.7,27.4,9.4,0.9632808952972637,NVSS J110640-160144
TGSSADR J100833.2-183848,152.13846,-18.64677,0.3386,0.3351,31.7,25.4,4.8,0.9632851681777028,NVSS J100833-183848
TGSSADR J104319.7-264722,160.83212,-26.7895,0.13290000000000002,0.1376,35.5,24.5,-2.0,0.9633035201476752,NVSS J104319-264720
TGSSADR J104838.6-173444,162.16083999999995,-17.578979999999998,1.4985,0.7285,45.3,31.8,50.2,0.963309105751774,NVSS J104838-173445
TGSSADR J105501.0-310725,163.75436000000005,-31.12363,0.0966,0.0884,39.9,27.2,0.6,0.9633214692097474,NVSS J105501-310726
TGSSADR J103615.1-321658,159.06314,-32.28293,0.6477999999999999,0.5639,40.8,26.1,-0.8,0.9633382731966179,NVSS J103615-321659
TGSSADR J104318.0-184125,160.8252,-18.69054,0.0851,0.06409999999999999,34.9,29.7,5.6,0.9633754054091105,NVSS J104318-184124
TGSSADR J110622.0-160400,166.59177,-16.066679999999998,0.0257,0.0252,31.0,25.1,9.0,0.9634016075866171,NVSS J110622-160359
TGSSADR J102443.4-280226,156.18103,-28.04082,0.0852,0.08159999999999999,37.5,25.9,2.9,0.9634091681203627,NVSS J102443-280227
TGSSADR J104350.4-301727,160.96036999999995,-30.29096,0.1062,0.1031,39.9,24.8,-0.2,0.963413169837984,NVSS J104350-301726
TGSSADR J101528.8-182718,153.87016,-18.45515,0.095,0.07390000000000001,36.1,27.8,9.3,0.9634154835121234,NVSS J101528-182717
TGSSADR J105354.8-313309,163.47874,-31.552740000000004,0.0761,0.0574,43.3,30.4,-1.6,0.9634357641229314,NVSS J105355-313310
TGSSADR J101853.4-211200,154.72266000000005,-21.20006,0.0436,0.0422,33.4,25.1,2.6,0.9634394058189546,NVSS J101853-211159
TGSSADR J105425.5-333936,163.60664,-33.66023,0.5171,0.2409,65.6,30.0,-22.3,0.9634409259107922,NVSS J105425-333937
TGSSADR J111147.0-291142,167.94591,-29.19506,0.4871,0.4418,37.7,27.2,-1.3,0.9634497229224186,NVSS J111146-291141
TGSSADR J103312.9-341845,158.30411,-34.312529999999995,13.0052,11.3286,47.1,30.0,8.4,0.9634500611950033,NVSS J103313-341844
TGSSADR J110106.2-321408,165.27615,-32.23574,0.1426,0.1368,42.6,25.2,-1.3,0.963466229618643,NVSS J110106-321407
TGSSADR J103058.8-271142,157.74501,-27.19515,0.4588,0.4252,38.6,26.0,1.2,0.9634904085720312,NVSS J103058-271142
TGSSADR J104654.5-230345,161.72723,-23.06276,0.1698,0.1728,32.7,25.0,3.4,0.9635409001543737,NVSS J104654-230346
TGSSADR J110925.3-334019,167.3558,-33.67214,0.0414,0.0367,47.1,25.8,-4.8,0.9635535002558647,NVSS J110925-334020
TGSSADR J111009.6-303040,167.54018,-30.51114,0.5515,0.5042,41.6,26.1,-1.3,0.9635617319769901,NVSS J111009-303041
TGSSADR J111308.9-292735,168.2874,-29.45991,0.0876,0.08,39.0,26.1,0.7,0.9635675736116245,NVSS J111309-292735
TGSSADR J102028.3-204017,155.11831999999995,-20.67153,0.0508,0.038700000000000005,34.4,31.1,18.2,0.9635813373080134,NVSS J102028-204016
TGSSADR J100803.5-283546,152.01488999999995,-28.59624,1.2595,0.6236,44.8,36.8,71.6,0.963606338994118,NVSS J100803-283547
TGSSADR J095626.1-244800,149.1089,-24.80019,0.5302,0.4157,39.2,26.5,16.9,0.9636387046329867,NVSS J095626-244802
TGSSADR J110940.1-180228,167.4171,-18.04126,0.0996,0.06440000000000001,39.3,31.3,6.5,0.9636393093148262,NVSS J110940-180229
TGSSADR J110153.4-292249,165.47269,-29.38031,0.3959,0.3491,40.6,26.8,-0.4,0.9636393173787807,NVSS J110153-292248
TGSSADR J100634.2-291407,151.64265,-29.23536,2.481,2.178,39.8,26.7,9.0,0.9636435459987835,NVSS J100634-291407
TGSSADR J105901.6-325559,164.75685,-32.93318,0.3496,0.31610000000000005,43.6,26.2,-0.9,0.9636745066078625,NVSS J105901-325559
TGSSADR J103122.7-332306,157.84489,-33.38513,3.3742,3.0696,42.5,26.1,0.4,0.9636932204690929,NVSS J103122-332305
TGSSADR J101103.7-162433,152.76561999999996,-16.40922,0.1898,0.1541,37.0,26.5,40.0,0.9637468594210563,NVSS J101103-162433
TGSSADR J100544.3-341544,151.43483999999995,-34.26238,0.08320000000000001,0.0659,45.5,28.7,6.2,0.9637866385001359,NVSS J100544-341543
TGSSADR J100743.0-335620,151.92941000000005,-33.93893,0.0863,0.07909999999999999,44.7,26.3,1.8,0.9638172319391078,NVSS J100743-335619
TGSSADR J101705.2-303618,154.27203,-30.60516,0.1985,0.1514,39.9,31.6,3.1,0.9638733277266714,NVSS J101705-303619
TGSSADR J111504.9-343343,168.77058,-34.56208,0.0533,0.0448,47.7,26.8,0.9,0.9638958239770409,NVSS J111504-343343
TGSSADR J110102.2-240502,165.25951,-24.08398,0.8599,0.6219,42.6,27.7,-3.7,0.963902500383823,NVSS J110102-240500
TGSSADR J100540.0-202255,151.41683999999995,-20.38208,0.1148,0.055,49.9,34.0,14.0,0.9639048257396938,NVSS J100540-202256
TGSSADR J111230.1-221637,168.12544,-22.27695,0.32030000000000003,0.3054,33.1,26.4,-0.4,0.9639099710968434,NVSS J111230-221638
TGSSADR J110639.7-164345,166.66566,-16.72926,0.0944,0.0777,32.8,28.3,13.9,0.9639229011846941,NVSS J110639-164345
TGSSADR J111158.9-215716,167.99567,-21.9546,0.7575000000000001,0.6912999999999999,33.8,27.0,-5.0,0.9639551033393549,NVSS J111158-215715
TGSSADR J103354.3-340621,158.47641000000004,-34.10603,0.07909999999999999,0.066,45.6,27.2,3.5,0.9639701962058475,NVSS J103354-340620
TGSSADR J111112.9-272853,167.80415,-27.48157,0.5096,0.4852,38.1,25.6,2.5,0.9639998503975521,NVSS J111112-272854
TGSSADR J103126.5-234554,157.86049,-23.76525,0.25,0.2477,33.3,25.2,0.6,0.9640253468122495,NVSS J103126-234553
TGSSADR J100114.6-292850,150.31117,-29.48065,0.1375,0.1042,44.7,28.3,-3.0,0.9640285855939682,NVSS J100114-292849
TGSSADR J103304.6-225751,158.26939,-22.964170000000006,0.0505,0.0386,38.9,28.0,2.5,0.9640358259273023,NVSS J103304-225751
TGSSADR J110507.7-275423,166.28226,-27.90663,0.6564,0.4901,39.7,30.1,18.0,0.9640373537766325,NVSS J110507-275423
TGSSADR J101753.8-323930,154.47421,-32.6585,0.1087,0.0898,47.6,26.2,2.1,0.9640616960406453,NVSS J101753-323930
TGSSADR J101553.3-335105,153.97231000000005,-33.85157,0.0621,0.0504,48.6,26.1,-2.3,0.9640646302193134,NVSS J101553-335106
TGSSADR J103356.3-170454,158.48492,-17.08178,0.253,0.1714,35.6,31.7,-88.4,0.9640680140852359,NVSS J103356-170452
TGSSADR J101154.9-293049,152.97916,-29.513820000000006,0.3379,0.321,37.9,25.8,1.2,0.9640794282849601,NVSS J101155-293049
TGSSADR J103931.0-212900,159.87939,-21.48334,0.0815,0.0778,33.3,25.6,9.7,0.9641097200021251,NVSS J103931-212858
TGSSADR J103156.3-311155,157.98495,-31.19863,0.2953,0.245,43.1,27.8,10.9,0.9641121035693347,NVSS J103156-311153
TGSSADR J110136.9-322454,165.40384,-32.41523,0.8414,0.6815,42.0,30.4,4.0,0.9641227788709831,NVSS J110136-322453
TGSSADR J102608.5-315450,156.53548999999995,-31.91398,0.0683,0.06440000000000001,39.7,26.6,-7.2,0.9641473275441257,NVSS J102608-315451
TGSSADR J101339.4-250359,153.41433999999995,-25.06644,0.0463,0.0486,36.1,23.1,-3.5,0.9641740789849098,NVSS J101339-250358
TGSSADR J101105.4-284739,152.7728,-28.79443,0.1485,0.1382,39.0,25.6,0.9,0.9641845872275987,NVSS J101105-284739
TGSSADR J110529.0-194610,166.37099999999998,-19.76945,0.0659,0.042100000000000005,36.4,34.2,-41.8,0.9642063106305899,NVSS J110529-194609
TGSSADR J101045.1-244922,152.68802,-24.82279,0.16899999999999998,0.0882,45.1,27.5,-31.9,0.9642506324141031,NVSS J101045-244920
TGSSADR J101034.2-180048,152.64265,-18.0136,0.2719,0.2398,34.1,26.5,15.9,0.9642638157491022,NVSS J101034-180050
TGSSADR J102307.3-325124,155.78047,-32.85678,0.28300000000000003,0.2716,41.8,25.7,1.9,0.9642785296693764,NVSS J102307-325124
TGSSADR J104519.4-160152,161.33098,-16.03115,0.2132,0.1141,48.1,29.7,43.2,0.9642884394136333,NVSS J104519-160151
TGSSADR J105820.3-224203,164.5847,-22.70095,0.0645,0.0497,41.8,26.5,-0.2,0.964308035517972,NVSS J105820-224203
TGSSADR J104624.7-335510,161.60308999999995,-33.91952,0.1145,0.0892,45.4,29.2,-1.2,0.9643120521613329,NVSS J104624-335511
TGSSADR J104200.3-284834,160.50128,-28.80951,1.3318,1.2432,39.3,26.2,-0.5,0.9643199351843202,NVSS J104200-284833
TGSSADR J100546.4-333628,151.44333999999995,-33.60794,0.3643,0.26130000000000003,40.7,30.2,-4.3,0.9643233378478578,NVSS J100546-333629
TGSSADR J102921.1-252506,157.33803999999995,-25.41842,0.0583,0.0475,41.0,26.3,8.7,0.964392901010072,NVSS J102921-252507
TGSSADR J111434.6-232752,168.6443,-23.46451,0.4907,0.4439,34.7,27.2,1.4,0.9644096234067219,NVSS J111434-232753
TGSSADR J110850.1-192232,167.209,-19.37564,2.3182,1.9654,33.6,30.1,20.6,0.9644326033502691,NVSS J110850-192231
TGSSADR J110036.9-160829,165.15388000000004,-16.14152,0.0845,0.0716,35.4,26.0,-6.6,0.9644468022083265,NVSS J110036-160830
TGSSADR J110610.3-225011,166.54332,-22.8366,0.0986,0.0937,34.4,25.5,1.2,0.9644507389321537,NVSS J110610-225013
TGSSADR J110147.7-233939,165.44907,-23.6611,0.052000000000000005,0.046200000000000005,33.3,28.9,-2.8,0.9644624856431829,NVSS J110147-233939
TGSSADR J101823.4-211737,154.59767,-21.29373,0.2313,0.17500000000000002,36.2,29.7,-10.3,0.9644807336761758,NVSS J101823-211736
TGSSADR J103552.9-153555,158.97057,-15.598679999999998,0.1039,0.0808,33.5,28.9,-4.1,0.9644815221102252,NVSS J103552-153554
TGSSADR J111222.4-180428,168.09372,-18.07459,0.0504,0.0449,32.5,27.5,9.5,0.9644901870369346,NVSS J111222-180429
TGSSADR J110756.2-204535,166.98438000000004,-20.75973,0.26060000000000005,0.2314,34.6,27.1,-2.7,0.9645071195034378,NVSS J110756-204534
TGSSADR J101033.7-224639,152.64067,-22.77763,0.2891,0.2031,41.5,28.5,20.2,0.96452763958575,NVSS J101033-224639
TGSSADR J101159.0-303915,152.99606,-30.65426,0.19,0.1729,42.5,25.7,3.8,0.9645294394112099,NVSS J101159-303913
TGSSADR J105042.3-273310,162.67644,-27.5528,3.622,3.3952,38.7,25.9,-1.6,0.9646639186912396,NVSS J105042-273308
TGSSADR J104013.6-243823,160.05669,-24.63987,0.0854,0.0836,33.4,26.1,-2.7,0.9646900196243496,NVSS J104013-243823
TGSSADR J110750.7-163329,166.9613,-16.55813,0.4728,0.4153,30.8,27.4,28.9,0.964710072766041,NVSS J110750-163330
TGSSADR J105835.8-164543,164.64926,-16.76205,1.1499,0.8775000000000001,34.4,29.3,-19.3,0.9647195726385513,NVSS J105835-164544
TGSSADR J104921.3-324121,162.33878,-32.6894,0.5621,0.51,38.8,26.9,5.5,0.9647805064458884,NVSS J104921-324121
TGSSADR J101104.8-162321,152.77013,-16.38924,0.0841,0.0711,33.2,27.2,11.7,0.9648202716880684,NVSS J101104-162319
TGSSADR J100900.6-192943,152.25264,-19.49533,0.0734,0.0612,34.0,28.1,11.1,0.9648347618768407,NVSS J100900-192944
TGSSADR J101325.8-275054,153.35785,-27.84848,0.3305,0.2872,39.3,27.2,3.4,0.9648676907073493,NVSS J101325-275055
TGSSADR J101201.3-262807,153.00554,-26.468770000000006,0.7491,0.2751,57.2,35.2,-45.6,0.9648787450170412,NVSS J101201-262806
TGSSADR J111141.4-331346,167.9229,-33.22947,0.8619,0.7219,40.9,27.6,-5.3,0.9648792784266222,NVSS J111141-331344
TGSSADR J110139.7-284136,165.41579,-28.69352,0.7372000000000001,0.5942999999999999,41.4,28.8,-10.5,0.9649015279227884,NVSS J110139-284135
TGSSADR J103348.2-265655,158.45108000000005,-26.94889,0.038200000000000005,0.0386,34.7,25.7,2.4,0.9649090714987786,NVSS J103348-265657
TGSSADR J102906.7-261839,157.27815,-26.31088,0.9549,0.8608,35.6,26.9,7.5,0.9649240676718323,NVSS J102906-261840
TGSSADR J103507.3-344221,158.78082,-34.70597,0.07690000000000001,0.0704,44.5,26.4,2.8,0.9649274196546133,NVSS J103507-344221
TGSSADR J103659.6-295459,159.24875,-29.9166,0.0923,0.0882,38.5,26.0,-2.5,0.9649411660775508,NVSS J103659-295500
TGSSADR J102641.8-323446,156.67426,-32.57949,0.2547,0.2436,40.2,25.9,2.8,0.9649451931431218,NVSS J102641-323446
TGSSADR J100602.6-252945,151.51106,-25.49606,0.2196,0.1094,52.5,26.3,33.7,0.964958129416073,NVSS J100602-252947
TGSSADR J102314.6-311959,155.81085,-31.33315,0.9002000000000001,0.4884,55.4,27.5,12.5,0.9649767253983221,NVSS J102314-311958
TGSSADR J104229.8-175426,160.62444,-17.90736,0.0428,0.0418,31.5,25.4,22.1,0.9650117701969558,NVSS J104229-175426
TGSSADR J105743.6-180133,164.43173000000004,-18.02594,0.0423,0.0369,31.5,28.4,20.7,0.9650532564900051,NVSS J105743-180133
TGSSADR J111119.3-250719,167.8306,-25.12206,1.4092,1.3507,35.7,25.6,-1.4,0.9650744755151057,NVSS J111119-250720
TGSSADR J110911.5-262653,167.29826,-26.44824,0.2599,0.2289,35.1,28.3,1.6,0.9651012812927835,NVSS J110911-262653
TGSSADR J103107.1-275414,157.77995,-27.90404,0.6593,0.5336000000000001,40.6,27.0,-8.0,0.9651996093375832,NVSS J103107-275415
TGSSADR J105733.8-225230,164.3909,-22.87511,0.1653,0.1089,37.8,34.3,-14.0,0.965201015315316,NVSS J105733-225231
TGSSADR J111121.4-212844,167.83958,-21.47906,2.0207,1.4338,37.5,30.3,1.1,0.9652343023120444,NVSS J111121-212843
TGSSADR J102904.4-232639,157.26869,-23.44438,0.3009,0.26060000000000005,36.2,26.5,-2.9,0.9652539960667454,NVSS J102904-232639
TGSSADR J105727.8-293030,164.36623,-29.50835,0.2227,0.2002,40.3,26.5,-2.2,0.9652749556650925,NVSS J105727-293029
TGSSADR J103405.5-171213,158.52324,-17.203770000000002,1.9612,1.1814,38.3,33.8,-28.0,0.9653047739756826,NVSS J103405-171212
TGSSADR J103633.8-200953,159.1412,-20.1648,0.1127,0.1059,31.9,27.1,4.8,0.9653181278768953,NVSS J103633-200954
TGSSADR J101344.8-243322,153.43669,-24.55636,0.4971,0.4119,38.9,27.2,-5.2,0.9653208056893993,NVSS J101344-243324
TGSSADR J103502.1-255723,158.75909,-25.95644,0.0679,0.0693,32.9,26.1,5.2,0.9653336946036172,NVSS J103502-255724
TGSSADR J111508.2-164957,168.78435,-16.83261,0.16119999999999998,0.12930000000000005,34.4,28.3,-2.7,0.9653374383507668,NVSS J111508-164958
TGSSADR J103622.8-241353,159.09506000000005,-24.23157,0.047200000000000006,0.033100000000000004,43.4,28.0,3.8,0.965402735635738,NVSS J103622-241352
TGSSADR J105329.7-270930,163.37411,-27.15847,0.0591,0.046200000000000005,40.5,28.4,4.1,0.9654107250178277,NVSS J105329-270929
TGSSADR J111352.1-324841,168.46747,-32.81145,0.1883,0.1557,42.0,28.6,-3.7,0.9654280309503788,NVSS J111352-324839
TGSSADR J110052.3-220923,165.21813999999995,-22.15652,0.0584,0.042,36.1,31.3,5.2,0.9654423866814833,NVSS J110052-220923
TGSSADR J104956.5-212930,162.48567,-21.49172,0.1442,0.122,37.4,26.3,-0.4,0.9654510466010258,NVSS J104956-212930
TGSSADR J104459.8-184932,161.24928,-18.82581,0.2059,0.1752,33.6,27.8,-2.8,0.96546152151176,NVSS J104459-184933
TGSSADR J102412.2-263226,156.05101000000005,-26.54058,0.08199999999999999,0.0733,37.5,26.8,1.6,0.965468692911107,NVSS J102412-263224
TGSSADR J101259.8-245648,153.24954,-24.94689,0.8853,0.8437000000000001,35.8,25.7,2.1,0.9654736143148492,NVSS J101259-245647
TGSSADR J110409.6-313544,166.04025,-31.59573,0.0563,0.0534,40.8,25.7,-4.3,0.9654919664047321,NVSS J110409-313545
TGSSADR J103529.6-151348,158.87366,-15.23006,0.0296,0.027999999999999997,30.8,25.8,-8.0,0.9655169526331508,NVSS J103529-151349
TGSSADR J110054.4-154046,165.22693999999996,-15.67969,0.07400000000000001,0.0585,32.9,28.8,7.8,0.9655376998821763,NVSS J110054-154046
TGSSADR J110556.6-324129,166.48601000000005,-32.69157,0.1382,0.1167,42.8,27.5,3.7,0.9655443961205515,NVSS J110556-324130
TGSSADR J111342.7-314120,168.42793,-31.689,0.2316,0.2113,41.2,26.5,2.5,0.9655632335284083,NVSS J111342-314119
TGSSADR J110319.0-181132,165.82942,-18.19238,0.1646,0.1419,32.7,27.7,-7.0,0.9655678977105623,NVSS J110319-181133
TGSSADR J104047.8-203814,160.19933999999995,-20.63741,0.1134,0.0885,36.0,29.0,-2.3,0.9656141534943069,NVSS J104047-203814
TGSSADR J110817.7-340432,167.07379,-34.07566,0.6764,0.4983,47.4,30.1,-20.2,0.9656316987582813,NVSS J110817-340432
TGSSADR J105825.5-193339,164.60661000000005,-19.56084,1.6086,1.2146,35.2,31.4,27.3,0.965637793039518,NVSS J105825-193338
TGSSADR J100535.7-191358,151.39897,-19.23279,0.1176,0.0711,40.2,32.7,8.4,0.9656612845628431,NVSS J100535-191358
TGSSADR J103711.2-255846,159.297,-25.9797,1.9524,1.6879000000000002,40.0,26.1,-3.3,0.9656684904787717,NVSS J103711-255848
TGSSADR J105147.8-251936,162.94937,-25.32671,0.2183,0.1909,37.6,26.7,4.9,0.9657057078721595,NVSS J105147-251935
TGSSADR J104045.4-282940,160.18951,-28.49455,0.0947,0.0698,44.4,27.5,6.2,0.9657196941780883,NVSS J104045-282940
TGSSADR J100616.7-240831,151.56966,-24.14212,0.0495,0.0413,34.9,29.3,6.7,0.9657437015168601,NVSS J100616-240832
